ID,Name,Brand,Category,Price,DiscountPrice,Image_URL
389,"SAMSUNG 65"" QLED Q60d 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",290700,285700,"/images/samsung-samsung-65-qled-q60d-4k-smart-tv-for-karachi-only.png"
410,"SAMSUNG 65"" QLED Q6f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",269800,264800,"/images/samsung-samsung-65-qled-q6f-4k-smart-tv-for-karachi-only.png"
392,"SAMSUNG 65"" QLED Q7f 4k-for Karachi Only","SAMSUNG","LED TVs",296800,291800,"/images/samsung-samsung-65-qled-q7f-4k-for-karachi-only.png"
397,"SAMSUNG 75"" 4K Smart LED TV Du7000-for Karachi Only","SAMSUNG","LED TVs",365600,360600,"/images/samsung-samsung-75-4k-smart-led-tv-du7000-for-karachi-only.png"
404,"SAMSUNG 75"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",393000,388000,"/images/samsung-samsung-75-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
407,"SAMSUNG 75"" Neo QLED Qn70f 4K SAMSUNG Vision Ai Smart Tv-for Karachi Only","SAMSUNG","LED TVs",620000,615000,"/images/samsung-samsung-75-neo-qled-qn70f-4k-samsung-vision-ai-smart-tv-for-karachi-only.png"
411,"SAMSUNG 75"" QLED Q6f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",404800,399800,"/images/samsung-samsung-75-qled-q6f-4k-smart-tv-for-karachi-only.png"
393,"SAMSUNG 75"" QLED Q7f 4k-for Karachi Only","SAMSUNG","LED TVs",439800,434800,"/images/samsung-samsung-75-qled-q7f-4k-for-karachi-only.png"
405,"SAMSUNG 85"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",694400,689400,"/images/samsung-samsung-85-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
408,"SAMSUNG 85"" Neo QLED Qn70f 4K SAMSUNG Vision Ai Smart Tv-for Karachi Only","SAMSUNG","LED TVs",838000,833000,"/images/samsung-samsung-85-neo-qled-qn70f-4k-samsung-vision-ai-smart-tv-for-karachi-only.png"
394,"SAMSUNG 85"" QLED Q7f 4k-for Karachi Only","SAMSUNG","LED TVs",721000,716000,"/images/samsung-samsung-85-qled-q7f-4k-for-karachi-only.png"
382,"TCL - Smart Google TV QLED 32 Inch - S59k-for Karachi Only","TCL","LED TVs",59800,54800,"/images/tcl-tcl-smart-google-tv-qled-32-inch-s59k-for-karachi-only.png"
383,"TCL - Smart Google TV QLED 40 Inch - S59k-for Karachi Only","TCL","LED TVs",75300,70300,"/images/tcl-tcl-smart-google-tv-qled-40-inch-s59k-for-karachi-only.png"
384,"TCL - Smart Google TV QLED 43 Inch - S59k-for Karachi Only","TCL","LED TVs",85900,80900,"/images/tcl-tcl-smart-google-tv-qled-43-inch-s59k-for-karachi-only.png"
385,"TCL - Smart Google TV QLED 50 Inch - S59k-for Karachi Only","TCL","LED TVs",97553,92553,"/images/tcl-tcl-smart-google-tv-qled-50-inch-s59k-for-karachi-only.png"
378,"TCL 32 S51k QLED Tv-for Karachi Only","TCL","LED TVs",59300,54300,"/images/tcl-tcl-32-s51k-qled-tv-for-karachi-only.png"
379,"TCL 40 S51k QLED Tv-for Karachi Only","TCL","LED TVs",74200,69200,"/images/tcl-tcl-40-s51k-qled-tv-for-karachi-only.png"
377,"TCL 43 Inch Smart Android Tv-for Karachi Only","TCL","LED TVs",80000,75000,"/images/tcl-tcl-43-inch-smart-android-tv-for-karachi-only.png"
380,"TCL 43 S51k QLED Tv-for Karachi Only","TCL","LED TVs",85300,80300,"/images/tcl-tcl-43-s51k-qled-tv-for-karachi-only.png"
381,"TCL 50 S51k QLED Tv-for Karachi Only","TCL","LED TVs",96500,91500,"/images/tcl-tcl-50-s51k-qled-tv-for-karachi-only.png"
375,"XIAOMI 43"" A Pro 4K UHD Smart LED TV -for Karachi Only","XIAOMI","LED TVs",90200,85200,"/images/xiaomi-xiaomi-43-a-pro-4k-uhd-smart-led-tv-for-karachi-only.png"
376,"XIAOMI 65"" A Pro 4K UHD Smart LED TV -for Karachi Only","XIAOMI","LED TVs",190200,185200,"/images/xiaomi-xiaomi-65-a-pro-4k-uhd-smart-led-tv-for-karachi-only.png"
374,"XIAOMI TV A 43 Fhd 2026 -for Karachi Only","XIAOMI","LED TVs",70000,65000,"/images/xiaomi-xiaomi-tv-a-43-fhd-2026-for-karachi-only.png"
