S_No,Brand,Category,Model_Name,SKU,Rate,Image_Status,Source_File
29,"AC","AC","30 Avante White",""," 141,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
30,"AC","AC","30 Chrome",""," 130,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
31,"AC","AC","30 Enercon",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
32,"AC","AC","30 Excel",""," 133,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
33,"AC","AC","30 Extreme",""," -   ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
34,"AC","AC","30 Frost",""," 123,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
35,"AC","AC","30 Magna",""," 143,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
36,"AC","AC","30 Magna T3",""," 154,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
37,"AC","AC","30 Mega Flex",""," 151,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
38,"AC","AC","30 Powercon",""," 124,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
39,"AC","AC","30 Prima PurSense",""," 180,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
40,"AC","AC","30 Sprinter",""," 124,500 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
41,"AC","AC","30 Suave+ (Silver)",""," 129,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
42,"AC","AC","30 Suave+ (White)",""," 127,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
43,"AC","AC","36 TFIH",""," 430,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
44,"AC","AC","45 Gallant",""," 320,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
45,"AC","AC","45 Glamour",""," 312,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
46,"AC","AC","48 CE/DC",""," 444,000 ","UNMATCHED","ALL_AC_ON_ALFA_MALL_UPLOADED_MARCH_2025.csv"
