S_No,Brand,Category,Model_Name,SKU,Price,Image_URL,Source_File
11,ECOSTAR,AC,EcoStar AC 12EMC1 1 Ton Inverter Split AC ,ECOSTAR-AC-1TON-INVERTER-SPLIT-AC,102826,https://www.surmawala.pk/cdn/shop/files/emc-10.jpg?v=1776872697,AC__csv.csv
12,ECOSTAR,AC,EcoStar Duke  1.5 Ton White Split AC White,ECOSTAR-DUKE-1.5-TON-WHITE-SPLIT-AC,126739,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtdhhI59RtEfpD8ohdafQ2Rh00FvE_GwREZm7DP3U_Liq5QaimvPJMEBE&s=10,AC__csv.csv
13,ECOSTAR,AC,EcoStar ES-12NV01W T3,ECOSTAR-ES-12NV01W-T3,116957,https://electromart.com.pk/wp-content/uploads/2026/02/ChatGPT-Image-Feb-26-2026-10_34_48-PM-3-768x512.png,AC__csv.csv
14,ECOSTAR,AC,EcoStar Emperor Cool Series 1.5 TON Split AC,ECOSTAR-EMPEROR-COOL-SERIES-SPLIT-AC,126739,https://static.tossdown.com/images/d4d2417a-04e4-449a-99e7-24bda86a6a85.webp,AC__csv.csv
15,ECOSTAR,AC,EcoStar Emperor Cool Series ES-18EMC1WS 1.5 Ton Split AC,ECOSTAR-EMPEROR-COOL-1.5TON-SPLIT-AC,124565,https://gulfelectronics.pk/wp-content/uploads/2025/07/ye-mujhe-white-background-main-share-karoo-2026-03-05T131249.436.jpg,AC__csv.csv
16,ECOSTAR,AC,EcoStar Emperor Series 1 TON White Split Air Conditioner,ECOSTAR-EMPEROR-WHITE-AIR-CONDITIONER,105000,https://cdn.comverseglobal.com/alfa/products/product_images/17805610978198597_040626131817990568.jpg,AC__csv.csv
17,ECOSTAR,AC,Ecostar 18DU 1.5-Ton DC Inverter Grey,ECOSTAR-18DU-1.5-TON-DC-INVERTER,127826,https://mns.com.pk/wp-content/uploads/2025/04/Eco.png,AC__csv.csv
18,ECOSTAR,AC,Ecostar AC 18NV01WT3 1.5 Ton T3 Inverter Split AC,ECOSTAR-AC-18NV01WT3-T3-INVERTER-SPLIT-AC,145217,https://electromart.com.pk/wp-content/uploads/2026/02/ChatGPT-Image-Feb-26-2026-10_34_48-PM-4.png,AC__csv.csv
19,GREE,AC,GREE AC 1 TON Inverter Split 12PITC12W-T3,GREE-AC-1TON-INVERTER-SPLIT-12PITC12W-T3,141957,https://cdn.comverseglobal.com/alfa/products/product_images/e9e18315-73e3-45ad-9e2f-af985255cf38[1]_040626150032714429.webp,AC__csv.csv
20,GREE,AC,GREE Pular T3 1.5 Ton Inverter AC (GS-18PITC12W-T3),GREE-PULAR-1.5-TON-INVERTER-AC-(18PITC12W-T3),171304,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAOEA4QMBIgACEQEDEQH/xAAbAAEAAwEBAQEAAAAAAAAAAAAAAQMFBAIGB//EAD0QAQABAQQHAwkGBQUAAAAAAAABAgMEERITFBZSU5LRBSExIkFhcoGRk7HBIzIzUWKhBkJxc+EVY6LS8f/EABQBAQAAAAAAAAAAAAAAAAAAAAD/xAAUEQEAAAAAAAAAAAAAAAAAAAAA/9oADAMBAAIRAxEAPwD9xAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABTbXiysacbSuI+YLhy1X2wppzaTGPREzPugovthVRjFU+2mYn3T3g6hRrdhxDW7DiQC8Ua3YcSDW7DiAvFGt2HENZsOJ8wXijW7DiQa3YcQF459csN5Ot2HEBeKNbsOIa3YcQF4o1ux3jW7HeBeKNbsd41uw4gLxRrdhxFX+o3fPkzV4/26sPfhgDsHNrlhminP4+ju971rdhxAXijW7DiI1yw3wdApot7Kr7tUf0XAAAOK+fhU+v8AWXa4L792j15+oLKrWmzss1p4d0eef2V0Xumq30VNnXHj5U90Yx5sPH8/c91/hV+TjOWcI7u+cO5x2EV69NWg0eMzMzVGM4YT3444R4x3R/4GjiYoATiYoATiYoATiYoATiYoATiYoATiYoATiYoATiIATJigBOKYl5AV9ofge2Pm7HD2h+B7YdwAADgv/wB2z9efm73D2hHdR60g9UynMrplOILMxmV4mIPeZOZXiYgszGZXiYgszGZXiYgszGZXiYgszGZXiYgszGZXiYgszGZXiYgszGZXiYgszGKvFOYHvMZnjEpnygRf5+wj1o+buZ1/nyaP7lPzhogAAOHtGfJo9aXc4O0/u0/1+gK4qMyiKnrOC3MZlWczgtzGZVnNIC3MZlWkNIC3MZlWkNIC3MZnNeLzTd7C0taqapizpmqYopmqZiIxwiI8ZcVl27dLSys6qqbWibTCMkxEzEzMxEYxMxPfTPhM4Yd+ANbMZmfdu1LC9VUU2Wec2OEzGEd3j4+nu/w684LcxmVZ0ZwXZjMpzmcF2YzKc5nBdmMynOZwXZnqirynPneqK/KgHu+z+BT+dtRH/KGox71Oa3utP+9RPunH6NgAABwdpz5HpjD6u9ifxL9nYRaU91UeePHAFOczsW8Wv2EZbSuPKp8LSqPPHpWaSner5p6g1s5nZWl/VVzT1NLTvV809QauczsvS071XNPVE2lO9VzT1BqZzOy9JTvVc/8Ak0tO9VzT1BqZzOy9LTvVfEnqaWneq+JPUGrpEza/qZMWv6qviT1NLTvVfEnqDW0v6kaRlaWneq+JPU0tO9XzT1BqzaGkZekp3q/iT1NJTvVfEnqDT0hpGXpKd6eaeppKeJVzT1BqaQ0jL0lPEq5p6mkp4lfNPUGppE52VpKeJXzT1M9O9VzT1Bq53uzr8r2sfSU70809Sm0y2tf2lfmmPtJ/KPSDaqqzdpXKn9cz7qZn6Nx8d2VNVv8AxZY0VYzFjc67SZmccJmqmI/aZfYgAAOPtG4WXaFhoraqumn86JiJ/eJdgDBq/he51U5dPevN/NT5vY97M3Pj3rnp6NsBibM3Pj3rnp6GzNz49656ejbAYmzNz49656ehszc+Peueno2wGJszc+PeuenobM3Pj3rnp6NsBibM3Pj3rnp6GzNz49656ejbAYmzVz4965qehs1c+Peuano2wGJszc+PeuenobM3Pj3nmp6NsBibM3Pj3rnp6GzNz49656ejbAYmzNz4955qehszc+Peueno2wGJszc+PeuenobM3Pj3rnp6NsBibM3Pj3rnp6GzNz49656ejbAYezNz4955qf8AqnZu68e8+b+anzextgMy4dj3e43y1vVlVaVWtrRFE55jCIice7CI/NpgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAD//Z",AC__csv.csv
21,GREE,AC,GREE Split AC 1 TON Pular Series (Inverter),GREE-SPLIT-AC-1TON-PULAR-SERIES-INVERTER,163696,https://static.tossdown.com/images/137b177d-93a2-47f6-80b3-63057e4ca4fb.webp,AC__csv.csv
22,GREE,AC,GREE Split AC 2 TON (Inverter) Fairy Series,GREE-SPLIT-AC-2TON--INVERTER-FAIRY-SERIES,263696,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlyLoDGoo-JNuZMjSrP9liE9wEFzR6in4LMTnZ5mUTJuavSjZE1WJzaKba&s=10,AC__csv.csv
23,GREE,AC,Gree 1.0 Ton Inverter Air Conditioner 12AITH24 T3,GREE-1.0-TON-AIR-CONDITIONER-12AITH24 T3,194043,https://www.alfatah.com.pk/wp-content/uploads/2026/04/final_gree_center.webp,AC__csv.csv
24,GREE,AC,Gree 1.5 Ton DC Inverter A/C Only Cool  18PITH-10W,GREE-1.5TON-DC-INVERTER 18PITH-10W,159346,https://www.surmawala.pk/cdn/shop/files/12pith-10w.png?v=1754729578,AC__csv.csv
25,GREE,AC,Gree 1.5 Ton GS-18 PITH11G Grey Pular Series Inverter ,GREE-1.5TON-18PITH11G-GREY-PULAR-INVERTER,164783,https://electromart.com.pk/wp-content/uploads/2023/01/46f87084-7f3d-4227-8550-576a3a0d6ee7.jpeg,AC__csv.csv
26,GREE,AC,Gree 1.5 Ton Inverter Split AC GS-18PITH14,GREE-1.5-TON-INVERTER-SPLIT-AC-18PITH14,164783,https://www.aysonline.pk/wp-content/uploads/2025/05/GREE-SPILT-AC-GS-18PITH14S-TURBO-600x600.png,AC__csv.csv
27,GREE,AC,Gree 1.5 Ton T3 Inverter Ac 18AITH24S,GREE-1.5TON-T3-INVERTER-AC-18AITH24S,251739,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShOkVxRAQ-lOaO7zuPRXP1Ofq7XqameRrwa0O3O9PWg5oIIif9c6scVUEy&s=10,AC__csv.csv
28,GREE,AC,Gree 18PITH17W-T3 Pular 1.5 Ton Inverter AC,GREE 18PITH17W-T3 PULAR 1.5 TON INVERTER AC,174565,https://subhanelectronics.pk/wp-content/uploads/2026/03/Untitled-design-32.png,AC__csv.csv
29,GREE,AC,Gree 2 Ton Inverter Air Conditioner 24PITH14S Turbo,GREE-2TON-INVERTER-AC-24PITH14S-TURBO,236522,https://selectronics.com.pk/wp-content/uploads/2023/01/GS-12PITH2-Gree-Pular-Series-AC-price-in-Pakistan.jpg,AC__csv.csv
30,GREE,AC,Gree 24PITC12W Pular Series,GREE-24PITC12W-PULAR-SERIES,238696,https://static.tossdown.com/images/e897acb6-be46-4500-86d4-27f40d019efe.webp,AC__csv.csv
31,GREE,AC,Gree 24PIth11S Pular Series 2.0 ton Inverter AC ,GREE-24PITH11S-PULAR-SERIES-INVERTER-AC,236522,https://subhanelectronics.pk/wp-content/uploads/2024/06/18pith11s.webp,AC__csv.csv
32,GREE,AC,Gree AC 12PITH15W-T3 1 Ton Pular T3 Inverter AC,GREE-12PITH15W-T3-PULAR-T3-INVERTER-AC,146304,https://electromart.com.pk/wp-content/uploads/2026/03/Gree-AC-24PITH15W-T3-2.webp,AC__csv.csv
33,GREE,AC,Gree AC 12ZITH1W-T3 Ultra 1 Ton Zeno T3 Inverter Split AC,GREE-12ZITH1W-ULTRA-ZENO-INVERTER-SPLIT,150652,https://electromart.com.pk/wp-content/uploads/2026/03/IMG_3030.png,AC__csv.csv
34,GREE,AC,Gree AC 18AITH21W 1.5 Ton Airy Plus T3 Inverter,GREE-18AITH21W-AIRY-PLUS T3-INVERTER,206807,https://electromart.com.pk/wp-content/uploads/2026/04/IMG_3028.webp,AC__csv.csv
35,GREE,AC,Gree AC 18AITH24W-T3 1.5 Ton Airy Pro T3 Inverter AC,GREE-18AITH24W-AIRY-PRO-T3-INVERTER-AC,251739,https://electromart.com.pk/wp-content/uploads/2026/02/Gree-AC-18AITH24W-T3.webp,AC__csv.csv
36,GREE,AC,Gree AC 18PITH15G-T3 1.5 Ton Pular T3 Inverter AC,GREE-18PITH15G-1.5TON-T3-INVERTER-AC,176739,https://electromart.com.pk/wp-content/uploads/2026/04/23dd2708-f30a-4f2a-aae8-82904679975f.jpeg,AC__csv.csv
37,GREE,AC,Gree AC 18ZITH1W-T3 Ultra 1.5 Ton Zeno T3 Inverter Split AC,GREE-18ZITH1W-T3-INVERTER-SPLIT-AC,185435,https://electromart.com.pk/wp-content/uploads/2026/03/IMG_3030.png,AC__csv.csv
38,GREE,AC,Gree AC 24PITH15W-T3 2 Ton Pular T3 Inverter Split AC,GREE-24PITH15W-T3-2TON-T3-INVERTER-SPLIT-AC,241957,https://electromart.com.pk/wp-content/uploads/2026/03/b29bab31-3053-41ea-82d8-0c475afc16b9.jpeg,AC__csv.csv
39,GREE,AC,Gree GS-24AITH21W-T3/21B-T3 2.0 Ton Inverter Split AC,GREE-24AITH21W-T3/21B-T3-INVERTER-SPLIT-AC,165879,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_M2863yjDrQ7rDsDbGUvLL1DL3dbzj-tqbelL2xApM91uJTgXCm1XoAU&s=10,AC__csv.csv
40,HAIER,AC,HAIER 1.5TON T3 INVERTER AC HSU 20HFTEX,HAIER-1.5-TON-T3-INVERTER-AC-HSU-20HFTEX,178913,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgkOm8Ar-8aEjpT4CWNoJ0bAlEoc1LawcVGsHk-oYvvO3whbmcPCWMgxzR&s=10,AC__csv.csv
41,HAIER,AC,HAIER 2 TON T3 INVERTER AC 24HFAB GREY,HAIER-2TON-T3-INVERTER-AC-24HFAB-GREY,218043,https://www.surmawala.pk/cdn/shop/files/24hfab-grey.jpg?v=1775757344,AC__csv.csv
42,HAIER,AC,HAIER DC INVERTER AC T3 13HFS 1.0 TON,HAIER-DC-INVERTER-AC-T3-13HFS-1.0-TON,127826,https://www.surmawala.pk/cdn/shop/files/13hfs_compact.jpg?v=1776094130,AC__csv.csv
43,HAIER,AC,HAIER SPLIT AC 24HFAB T3 PRO WHITE ,HAIER-SPLIT-AC-24HFAB-T3-PRO-WHITE ,211522,https://shandaarbuy.pk/cdn/shop/files/HSU-13HFAB_W_-T3Series1TonDCInverter-_13_000BTU_s.webp?v=1744895621,AC__csv.csv
44,HAIER,AC,Haier 1.5 Ton DC Inverter AC 19LF Supreme,HAIER-1.5-TON-DC-INVERTER-AC-19LF-SUPREME,131087,https://ittefaqsay.com/wp-content/uploads/2026/02/Haier-1.5-Ton-DC-Inverter-AC-HSU-19LF.webp,AC__csv.csv
45,HAIER,AC,Haier 12CF 1 Ton Non-Inverter Air Conditioner,HAIER-12CF-1TON-NON-INVERTER,91957,https://cdn.comverseglobal.com/alfa/products/product_images/12cf_140226171748281501.png,AC__csv.csv
46,HAIER,AC,Haier 13 HFC Triple Inverter 1.0 Ton Air Conditioner,HAIER-13=HFC-TRIPLE-INVERTER-AIR-CONDITIONER,116957,https://subhanelectronics.pk/wp-content/uploads/2026/01/Untitled-design-2.png,AC__csv.csv
47,HAIER,AC,Haier 24CF-2 Ton Turbo Cool Non-Inverter Air Conditioner,HAIER-24CF-2-TON-NON-INVERTER-AC,169130,https://cdn.comverseglobal.com/alfa/products/product_images/untitled-design-64_190626192512394754.png,AC__csv.csv
48,HAIER,AC,Haier AC 1 Ton DC Inverter AC 13LF,HAIER-1TON-DC-INVERTER-AC-13LF,103913,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZocRo6eTMZZsYEfvubiLcWYA7T2OyGpoxd70dCqwT_Q&s=10,AC__csv.csv
49,HAIER,AC,Haier AC 1.5 ton Inverter T3 Compressor 20HFTEX ,HAIER-AC-INVERTER-T3-COMPRESSOR-20HFTEX,174565,https://cdn.comverseglobal.com/alfa/products/product_images/17750494241445923_010426181704610402.jpg,AC__csv.csv
50,HAIER,AC,Haier Air Conditioner 1.Ton -  13 HFAB T3 Inverter,HAIER-13-HFAB-T3-INVERTER-AC,125652,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQeVreCjXk_1EmqZv-og29v_NNX_ro3DxeBDy_KlM2yg&s=10,AC__csv.csv
51,HAIER,AC,Haier HSU-19HFS-W T3 Pro Inverter 1.5 Ton,HAIER-19HFS-W-T3-PRO-INVERTER-1.5TON,126739,https://alizainabelectronics.com/cdn/shop/files/Haier_HSU-19HFS_W_1.5_Ton_Super_T3_Inverter_AC.png?v=1776168298&width=1024,AC__csv.csv
52,HAIER,AC,Haier Split AC 1.5 Ton 18CF,HAIER-SPLIT- AC-1.5TON-18CF,118043,https://www.jsbl.com/wp-content/uploads/2022/01/New-Project-96.png,AC__csv.csv
53,KENWOOD,AC,KENWOOD 1TON DC INVERTER AC GLORY 12C03S,KENWOOD-1.0TON-INVERTER-AC-GLORY-12C03S,118043,https://cdn.comverseglobal.com/alfa/products/product_images/kenwood-12co3s_200526154906846394.jpg,AC__csv.csv
54,KENWOOD,AC,Kenwood 1 Ton KGP-12C01S Glory Pro Split AC,KENWOOD-1TON-KGP-12C01S-GLORY-PRO-SPLIT-AC,118043,https://www.surmawala.pk/cdn/shop/files/12c01.png?v=1776945746,AC__csv.csv
55,KENWOOD,AC,Kenwood 1867 E?Comfort Pro 1.5?Ton Inverter Split AC,KENWOOD-1867-E?COMFORT-PRO-1.5-TON-INVERTER-SPLIT-AC,172391,https://shandaarbuy.pk/cdn/shop/files/Kenwood_KEC-1867S_E-Comfort_Pro_1.5_Ton_Inverter_Split_AC_large.png?v=1746093964,AC__csv.csv
56,KENWOOD,AC,Kenwood 1871 E?Luxury Plus 1.5?Ton Inverter Split AC,KENWOOD-1871 E-LUXURY-PLUS-INVERTER-SPLIT-AC,178913,https://www.kenwoodpakistan.pk/cdn/shop/files/eLuxuryPlus.png?v=1738164597,AC__csv.csv
57,KENWOOD,AC,Kenwood 1875 1.5 Ton Heat & Cool eOasis Air Conditioner,KENWOOD-1875-1.5TON-EOASIS-AIR-CONDITIONER,144130,https://www.aysonline.pk/wp-content/uploads/2026/01/KENWOOD-SPLIT-AC-KEO-1875-S-E-OASIS.png,AC__csv.csv
58,KENWOOD,AC,Kenwood 18C02S Glory Ultra 1.5 Ton DC Inverter Split AC,KENWOOD-18C02S-GLORY-ULTRA-SPLIT-AC,144130,https://hadielectronics.com.pk/wp-content/uploads/2026/03/a1-32.webp,AC__csv.csv
59,KENWOOD,AC,Kenwood AC 12B02S 1 Ton Inverter Luxury Pro DC AC,KENWOOD- AC-12B02S-1TON-ILUXURY-PRO-AC,180000,https://electromart.com.pk/wp-content/uploads/2026/04/Kenwood-ac-12B02S-scaled.webp,AC__csv.csv
60,KENWOOD,AC,Kenwood AC 18C01S 1.5 Ton Inverter Glory Pro,KENWOOD-AC-18C01S-1.5TON-INVERTER-GLORY-PRO,144130,https://electromart.com.pk/wp-content/uploads/2026/04/Kenwood-AC-18C01S.jpg,AC__csv.csv
