S_No,Brand,Category,Model_Name,SKU,Rate,Match_Notes
"24","Haier","Washing Machine","PEL PMO-26 Desire Microwave Oven/On Installments","PEL PMO-26 Desire -BE-On Installments"," 35,500 ","Model truly not found on official site - possibly discontinued"
"25","Haier","Washing Machine","Pel PMO-30 Desire Microwave Oven 30 Litres/On Installments","Pel PMO-30 Desire -BE-On Installments"," 40,500 ","Model truly not found on official site - possibly discontinued"
"26","Haier","Washing Machine","Philips Espresso EP2220 Fully automatic espresso machines/On Installments","Philips Espresso EP2220-BE-On Installments-4"," 160,000 ","Model truly not found on official site - possibly discontinued"
"27","Haier","Washing Machine","TCL Elite TAC-24HEA 2 Ton-BE-On Installments","TCL Elite TAC-24HEA 2 Ton-BE-On Installments"," 198,400 ","Model truly not found on official site - possibly discontinued"
"28","Haier","Washing Machine","HWM 100 AS","","","Model truly not found on official site - possibly discontinued"
"29","Haier","Washing Machine","HWM 100 BS","","","Model truly not found on official site - possibly discontinued"
"30","Haier","Washing Machine","HWM 100-1678 E","","","Model truly not found on official site - possibly discontinued"
"31","Haier","Washing Machine","HWM 120-1678 ES9",""," 74,000 ","Duplicate image URL skipped"
"32","Haier","Washing Machine","HWM 80 AS","","","Model truly not found on official site - possibly discontinued"
"33","Haier","Washing Machine","HWM-120 1978",""," 123,500 ","Model truly not found on official site - possibly discontinued"
"34","Haier","Washing Machine","HWM-120-35",""," 24,500 ","Model truly not found on official site - possibly discontinued"
"35","Haier","Washing Machine","HWM-130-1217 GB",""," 25,000 ","Duplicate image URL skipped"
"36","Haier","Washing Machine","HWM-49101Spinner",""," 17,500 ","Model truly not found on official site - possibly discontinued"
"37","Haier","Washing Machine","HWM-4991",""," 17,700 ","Model truly not found on official site - possibly discontinued"
"38","Haier","Washing Machine","HWM-80-1269 X","","","Model truly not found on official site - possibly discontinued"
"39","Haier","Washing Machine","HW-105-B 14959 S8","","","Model truly not found on official site - possibly discontinued"
"40","Haier","Washing Machine","HWM 120AS M/W",""," 43,000 ","Model truly not found on official site - possibly discontinued"
"41","Haier","Washing Machine","PEL Microwave Oven PMO-20 BH Classic Plus/On Installment","PEL PMO-20BH Classic Plus-BE-On Installment"," 23,500 ","Model truly not found on official site - possibly discontinued"
"42","Haier","Washing Machine","PEL PMO 30BG Glamour Microwave Oven 30 Ltr/On Istallments","PEL PMO-30BG Glamour 30Ltr-BE-On Istallments-4"," 38,500 ","Model truly not found on official site - possibly discontinued"
"43","Haier","Washing Machine","PEL PMO 38BG Glamour Microwave Oven 38 Ltr/On Installments","PEL PMO 38BG Glamour 38 Ltr-BE-On Installments-4"," 44,000 ","Model truly not found on official site - possibly discontinued"
"44","Haier","Washing Machine","PEL PMO-23 Desire Microwave Oven/On Installments","PEL PMO-23 Desire-BE-On Installments-4"," 32,500 ","Model truly not found on official site - possibly discontinued"
"45","Haier","Washing Machine","PEL PMO-23 SLM 23 Ltr Desire Microwave Oven/On Installments","PEL PMO-23SLM 23Ltr Desire MWO-BE-On Installments"," 28,500 ","Model truly not found on official site - possibly discontinued"
"46","Haier","Washing Machine","PEL PMO-25 Convection Microwave Oven/On Installments","PEL PMO-25 Convection-BE-On Installments"," 43,000 ","Model truly not found on official site - possibly discontinued"
"47","Haier","Washing Machine","PEL PMO-26 Chef Digital Microwave Oven/On Installments","PEL PMO-26 Chef Digital-BE-On Installments"," 37,000 ","Model truly not found on official site - possibly discontinued"
"48","Haier","Washing Machine","PEL PMO-26 Desire Microwave Oven/On Installments","PEL PMO-26 Desire -BE-On Installments"," 35,500 ","Model truly not found on official site - possibly discontinued"
"49","Haier","Washing Machine","Pel PMO-30 Desire Microwave Oven 30 Litres/On Installments","Pel PMO-30 Desire -BE-On Installments"," 40,500 ","Model truly not found on official site - possibly discontinued"
"50","Haier","Washing Machine","Philips Espresso EP2220 Fully automatic espresso machines/On Installments","Philips Espresso EP2220-BE-On Installments-4"," 160,000 ","Model truly not found on official site - possibly discontinued"
"51","Haier","Washing Machine","TCL Elite TAC-24HEA 2 Ton-BE-On Installments","TCL Elite TAC-24HEA 2 Ton-BE-On Installments"," 198,400 ","Model truly not found on official site - possibly discontinued"
"52","Haier","Washing Machine","HW-90 BP 14959 S6","","","Model truly not found on official site - possibly discontinued"
"53","Haier","Washing Machine","HWM 100 AS","","","Model truly not found on official site - possibly discontinued"
"54","Haier","Washing Machine","HWM 100 BS","","","Model truly not found on official site - possibly discontinued"
"55","Haier","Washing Machine","HWM 100 CS",""," 29,500 ","Model truly not found on official site - possibly discontinued"
"56","Haier","Washing Machine","HWM 100-1678 E","","","Model truly not found on official site - possibly discontinued"
"57","Haier","Washing Machine","HWM 120-1678 ES8",""," 72,500 ","Model truly not found on official site - possibly discontinued"
"58","Haier","Washing Machine","HWM 120-1678 ES9",""," 74,000 ","Model truly not found on official site - possibly discontinued"
"59","Haier","Washing Machine","HWM 60-50",""," 17,000 ","Model truly not found on official site - possibly discontinued"
"60","Haier","Washing Machine","HWM 80 AS","","","Model truly not found on official site - possibly discontinued"
"61","Haier","Washing Machine","HWM 80-1217",""," 18,500 ","Model truly not found on official site - possibly discontinued"
"62","Haier","Washing Machine","HWM 85-826 E",""," 51,500 ","Model truly not found on official site - possibly discontinued"
"63","Haier","Washing Machine","HWM 95-1678 ES8/JT",""," 64,500 ","Model truly not found on official site - possibly discontinued"
"64","Haier","Washing Machine","HWM-120 AS MG",""," 41,500 ","Model truly not found on official site - possibly discontinued"
"65","Haier","Washing Machine","HWM-120-35",""," 24,500 ","Model truly not found on official site - possibly discontinued"
"66","Haier","Washing Machine","HWM-49101Spinner",""," 17,500 ","Model truly not found on official site - possibly discontinued"
"67","Haier","Washing Machine","HWM-49102 GD",""," 27,500 ","Model truly not found on official site - possibly discontinued"
"68","Haier","Washing Machine","HWM-49102 P",""," 26,000 ","Model truly not found on official site - possibly discontinued"
"69","Haier","Washing Machine","HWM-49112 GD",""," 31,000 ","Model truly not found on official site - possibly discontinued"
"70","Haier","Washing Machine","HWM-49112 P",""," 30,000 ","Model truly not found on official site - possibly discontinued"
"71","Haier","Washing Machine","HWM-4991",""," 17,700 ","Model truly not found on official site - possibly discontinued"
"72","Haier","Washing Machine","HWM-75 AS",""," 23,500 ","Model truly not found on official site - possibly discontinued"
"73","Haier","Washing Machine","HWM-80-1269 X","","","Model truly not found on official site - possibly discontinued"
"74","Haier","Microwave","HMW-20MX12 SOLO","Haier HMW-20MX12 SOLO Microwave Oven-BE-On Installments"," 20,500 ","Duplicate image URL skipped"
"75","Haier","Microwave","HMW-23200 GRILL","Haier HMW-23200 Grill Series-BE-On Installments"," 33,000 ","Duplicate image URL skipped"
"76","Haier","Microwave","HGL 20 MXP7",""," 13,500 ","Duplicate image URL skipped"
"77","Haier","Microwave","HGL 20 MXP8",""," 13,500 ","Duplicate image URL skipped"
"78","Haier","Microwave","HMN 20 MXP5",""," 13,500 ","Duplicate image URL skipped"
"79","Haier","Microwave","HMN 20 MXP6",""," 13,500 ","Duplicate image URL skipped"
"80","Haier","Microwave","HMO-45200",""," 38,000 ","Duplicate image URL skipped"
"81","Haier","Microwave","HMW-20 DGS GRILL",""," 20,000 ","Duplicate image URL skipped"
"82","Haier","Microwave","HMW-20 DSS Digital",""," 17,000 ","Duplicate image URL skipped"
"83","Haier","Microwave","HMW-20 MBS",""," 13,500 ","Duplicate image URL skipped"
"84","Haier","Microwave","HMW-20 MHES",""," 16,500 ","Duplicate image URL skipped"
"85","Haier","Microwave","HMW-20 MWS",""," 13,500 ","Duplicate image URL skipped"
"86","Haier","Microwave","HMW-20 MX11",""," 14,000 ","Duplicate image URL skipped"
"87","Haier","Microwave","HMW-20 MX12",""," 14,000 ","Duplicate image URL skipped"
"88","Haier","Microwave","HMW-30 AFR",""," 49,000 ","Duplicate image URL skipped"
"89","Haier","Microwave","HMW-30 AFS",""," 49,000 ","Duplicate image URL skipped"
"90","WestPoint","Kitchen Appliance","WestPoint 1186","","","Model truly not found on official site - possibly discontinued"
"91","WestPoint","Kitchen Appliance","WestPoint 1203","","","Duplicate image URL skipped"
"92","WestPoint","Kitchen Appliance","WestPoint 1253","","","Model truly not found on official site - possibly discontinued"
"93","WestPoint","Kitchen Appliance","WestPoint 1353","","","Model truly not found on official site - possibly discontinued"
"94","WestPoint","Kitchen Appliance","WestPoint 1833","","","Model truly not found on official site - possibly discontinued"
"95","WestPoint","Kitchen Appliance","WestPoint 1844","","","Model truly not found on official site - possibly discontinued"
"96","WestPoint","Kitchen Appliance","WestPoint 1846","","","Model truly not found on official site - possibly discontinued"
"97","WestPoint","Kitchen Appliance","WestPoint 1853","","","Duplicate image URL skipped"
"98","WestPoint","Kitchen Appliance","WestPoint 1860","","","Model truly not found on official site - possibly discontinued"
"99","WestPoint","Kitchen Appliance","WestPoint 2025","","","Model truly not found on official site - possibly discontinued"
"100","WestPoint","Kitchen Appliance","WestPoint 2063","","","Model truly not found on official site - possibly discontinued"
