Brand,sku,name,Short Description,description,Variant Compare At Price,Variant Price,Warranty,images,Color,Microwave Type
Dawlance,DW DW-136,Dawlance Cooking Series Microwave Oven 36 Ltr (DW-136-G),Dawlance Cooking Series Microwave Oven 36 Ltr (DW-136-G),"The Dawlance DW-136G is a Grilling Microwave Oven, which means it combines standard microwave heating with an integrated grill function. It is not an ""all-in-one"" convection model (which would include a fan for baking/roasting) nor is it a basic ""solo"" microwave. The grill function allows you to brown and crisp the surface of your food, making it ideal for grilling meats, vegetables, and snacks, while the microwave function handles efficient reheating and defrosting.",38000,40000,1 Year Warranty,https://www.hcsupermart.com/wp-content/uploads/2021/09/1-24.jpg,Black,Heating Plus Cooking
Dawlance,DW DW-142,Dawlance Cooking Series Microwave Oven 42 Ltr (DW-142-HZP),Dawlance Cooking Series Microwave Oven 42 Ltr (DW-142-HZP),"The Dawlance DW-142 HZP is a Grilling Microwave Oven. It is not a convection ""all-in-one"" appliance (which includes a fan for baking) nor is it a basic ""solo"" microwave. Instead, it combines standard microwave heating with a dedicated grill element, allowing you to reheat and cook food while also browning and crisping the surface of items like meats, sandwiches, and vegetables.",46200,50000,1 Year Warranty,https://www.hcsupermart.com/wp-content/uploads/2021/09/3-23.jpg,Black,Heating Plus Cooking
Dawlance,DW DW-162,Dawlance Classic Series Microwave Oven 62 Ltr (DW-162-HZP),Dawlance Classic Series Microwave Oven 62 Ltr (DW-162-HZP),"The Dawlance DW-162 HZP is categorized as a Solo microwave oven. This means it is designed exclusively for heating, defrosting, and basic cooking. It is not an ""all-in-one"" or convection appliance, and it does not feature the heating elements required for grilling, baking, or browning, despite some conflicting retail descriptions that may inaccurately label it as a ""grill"" model.",49300,51000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/ModelDW-162HZP.jpg?v=1687298608&width=600,Black,All in one
Dawlance,DW DW-210,Dawlance Heating Series Microwave Oven 20 Ltr (DW-210-S),Dawlance Heating Series Microwave Oven 20 Ltr (DW-210-S),"The Dawlance DW-210 (often labeled as DW-210 S or DW-210 S Pro) is a Solo microwave oven, which means it is designed exclusively for heating, defrosting, and basic cooking. It is not an all-in-one appliance, nor does it feature a grill or oven-toaster (convection) heating element; therefore, it cannot be used for baking, browning, or crisping food.",19200,22000,1 Year Warranty,https://www.hcsupermart.com/wp-content/uploads/2022/12/D3.jpg,White,Heating Plus Cooking
Dawlance,DW DW-220,Dawlance Heating Series Microwave Oven 20 Ltr (DW-220-S),Dawlance Heating Series Microwave Oven 20 Ltr (DW-220-S),"The Dawlance DW-220 is a Solo microwave oven, which means it is strictly designed for heating, defrosting, and basic cooking. It is not an all-in-one appliance, nor does it feature a grill or convection heating element (oven-toaster), so it cannot be used for baking, browning, or crisping food.",19200,22000,1 Year Warranty,https://www.hcsupermart.com/wp-content/uploads/2022/12/D2.webp,White,Heating Plus Cooking
Dawlance,DW DW-295,Dawlance Cooking Series Microwave Oven 20 Ltr (DW-295),Dawlance Cooking Series Microwave Oven 20 Ltr (DW-295),"The Dawlance DW-295 is a Solo microwave oven, which means it is strictly designed for heating, defrosting, and basic cooking. It is not an all-in-one appliance, nor does it feature a grill or convection heating element (oven-toaster); therefore, it cannot be used for baking, browning, or crisping food.",21200,23000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/DW292.jpg?v=1745309512&width=600,Black,Heating Plus Cooking
Dawlance,DW DW-297,Dawlance Cooking Series Microwave Oven 20 Ltr (DW-297-GSS),Dawlance Cooking Series Microwave Oven 20 Ltr (DW-297-GSS),"The Dawlance DW-297 GSS is a Grilling Microwave Oven. It is not a convection ""all-in-one"" oven (which would be required for baking) nor a basic ""solo"" microwave. It combines standard microwave heating with a dedicated grill function, allowing you to reheat and defrost food while also providing the ability to brown and crisp the surface of items like meats, vegetables, or snacks.",25000,27000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/DW297.jpg?v=1693035712&width=600,Black,All in one
Dawlance,DW DW-299 dss,Dawlance Heating Microwave Oven 23 Ltr (DW-299 DSS),Dawlance Heating Microwave Oven 23 Ltr (DW-299 DSS),"The Dawlance DW-299 DSS (often referred to as DW-299 DS) is a Solo microwave oven. It is designed exclusively for heating, defrosting, and basic cooking. It is not an all-in-one appliance, nor does it include a grill or convection (oven-toaster) heating element, meaning it cannot be used for baking, browning, or crisping.",29700,30000,1 Year Warranty,https://www.newaftabcenter.com/cdn/shop/files/productImage_1779365544449.webp?v=1781687238&width=600,Black,Heating Plus Cooking
Dawlance,DW DW-330 ds,Dawlance Heating Microwave Oven 30 Ltr (DW-330 DS),Dawlance Heating Microwave Oven 30 Ltr (DW-330 DS),"The Dawlance DW-330 DS is a Solo microwave oven. It is designed strictly for heating, defrosting, and basic cooking. It is not an ""all-in-one"" appliance, nor does it feature a grill or convection (oven-toaster) heating element; therefore, it cannot be used for baking, browning, or crisping food.",34000,36000,1 Year Warranty,https://www.surmawala.pk/cdn/shop/files/dw-330-ds.jpg?v=1782747362,Black,All in one
Dawlance,DW DW-374,Dawlance Microwave Oven 23 Ltr Black (DW-374),Dawlance Microwave Oven 23 Ltr Black (DW-374),"The Dawlance DW-374 is a Solo microwave oven. This means it is designed exclusively for heating, defrosting, and basic cooking. It is not an all-in-one appliance, nor does it feature a grill or convection (oven-toaster) heating element, so it cannot be used for tasks like baking, browning, or crisping",28800,32000,1 Year Warranty,https://bgh.com.pk/wp-content/uploads/2024/07/Dawlance-DW-374-@-1.png,Black,Heating Plus Cooking
Dawlance,DW DW-390,Dawlance Heating Microwave Oven 23 Ltr Black (DW-390 S),Dawlance Heating Microwave Oven 23 Ltr Black (DW-390 S),"The Dawlance DW-390 S is a Solo microwave oven. It is designed exclusively for heating, reheating, and defrosting. It is not an ""all-in-one"" appliance, nor does it include a grill or convection (oven-toaster) heating element, so it cannot be used for tasks like baking, browning, or crisping.",25700,30000,1 Year Warranty,https://imraneshop.com/pub/media/catalog/product/cache/236ba44bb39ecfa15dd36bef5249e06a/1/3/136_4.jpg,Black,All in one
Dawlance,DW DW-393 G,Dawlance Cooking Series Microwave Oven 23 Ltr (DW-393-G),Dawlance Cooking Series Microwave Oven 23 Ltr (DW-393-G),"The Dawlance DW-393 GSS (also referred to as the DW-393 G) is a Grilling Microwave Oven. It is not an ""all-in-one"" convection oven (which would include a fan for baking/roasting) nor is it a basic ""solo"" microwave. It combines standard microwave heating with a dedicated grill element, allowing you to reheat, defrost, and brown or crisp the surface of your food.",32000,35000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/DW-393G.jpg?v=1782561239&width=600,Black,Heating Plus Cooking
Haier,HMW-20MPB,Haier Solo Series Microwave Oven 20 Ltr Black (HMW-20MPB),Haier Solo Series Microwave Oven 20 Ltr Black (HMW-20MPB),"The Haier HMW-20MPB is a Solo microwave oven. This means it is designed exclusively for heating, reheating, and defrosting. It does not feature a grill element, convection (oven-toaster) capabilities, or all-in-one functions, so it cannot be used for baking, browning, or crisping food.",16900,19000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/20pbm.jpg?v=1753090765&width=600,Black,Heating Plus Cooking
Haier,HMW-26MBH,HAIER MIRCROWAVE OVEN 25LTR SOLO HMW-26MBH,HAIER MIRCROWAVE OVEN 25LTR SOLO HMW-26MBH,"The Haier HMW-26MBH is a Solo microwave oven. This means it is designed exclusively for heating, reheating, and defrosting. It is not an ""all-in-one"" appliance, nor does it feature grill or convection (oven-toaster) heating elements; therefore, it cannot be used for baking, browning, or crisping food.",29800,32000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/45DGM.jpg?v=1774963821&width=600,Black,All in one
Haier,HMW-25mxp9,Haier Solo Series Microwave Oven 25 Ltr Black (HGL-25MXP9),Haier Solo Series Microwave Oven 25 Ltr Black (HGL-25MXP9),"The Haier HMW-20MXP9 is a Solo microwave oven. It is designed exclusively for basic kitchen tasks like heating, reheating, and defrosting. It is not an ""all-in-one"" appliance, nor does it feature grill or convection (oven-toaster) heating elements, meaning it cannot be used for baking, browning, or crisping food",26200,29000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/HMW-25MXP9.jpg?v=1748073228&width=600,Black,Heating Plus Cooking
Haier,HGL-23200,Haier Grill Series Microwave Oven 23 Ltr White (HGL-23200),Haier Grill Series Microwave Oven 23 Ltr White (HGL-23200),"The Haier HMW-23200 is a Grilling Microwave. It is not an all-in-one or convection oven; it provides Heating + Grilling (browning/crisping).It features a 23-liter capacity with 900W microwave power and a 1300W grill. It uses a digital control panel with an LED display, offering ""Intelligent Chef"" auto-menus, speed/weight defrost, and a child safety lock for secure, efficient daily use.",31500,36000,1 Year Warranty,https://modernelectronics.pk/cdn/shop/files/HGL-23100.jpg?v=1707298126&width=700,White,Heating Plus Cooking
Haier,HMW-28100,Haier Grill Series Microwave Oven 28 Ltr Black (HMW-28100),Haier Grill Series Microwave Oven 28 Ltr Black (HMW-28100),"The Haier HGL-28100 is a Grilling Microwave designed to provide both efficient reheating and surface browning. While it is not an ""all-in-one"" convection oven capable of baking, it serves as a powerful mid-sized appliance featuring a 28-liter capacity, a 1300-watt grill for crisping, and a digital control panel with ""Intelligent Chef"" auto-menus to simplify cooking, defrosting, and daily food preparation.",34800,39000,1 Year Warranty,https://sohailelectronics.com/wp-content/uploads/2025/01/Haier-Microwave-Oven-HMW-28100-Grill-Black.jpg,Black,Heating Plus Cooking
Haier,HGL-30100,HAIER CONVECTION MICROWAVE OVEN 30 LITER Model HGL-30100,HAIER CONVECTION MICROWAVE OVEN 30 LITER Model HGL-30100,"The Haier HGL-30100 is a high-performance Convection Microwave Oven. It is an ""all-in-one"" appliance that goes far beyond basic heating, as it integrates microwave, grill, and convection (fan-assisted) baking functions, along with a specialized 360-degree rotisserie feature",48400,46000,1 Year Warranty,https://www.alfatah.com.pk/wp-content/uploads/2024/01/3010-fr-600x600.webp,Black,All in one
Haier,HMN-32100 EGB,Haier 32 Liter Microwave Oven HMN-32100EGB (Grill/Cooking),Haier 32 Liter Microwave Oven HMN-32100EGB (Grill/Cooking),"The Haier HMN-32100BEGB is a Grilling Microwave that offers a larger 32-liter capacity, perfect for families who need more space than a standard unit provides. While it is not an ""all-in-one"" convection oven for baking, it excels at reheating, defrosting, and grilling. Its powerful grill element allows you to brown and crisp the tops of your meals—like meats or sandwiches—providing a finish that standard microwaves cannot achieve.",39300,42000,1 Year Warranty,https://lahorelectronics.com/wp-content/uploads/2021/06/HMN-32100EGB-11.jpeg,Black,Heating Plus Cooking
Haier,HMW-32300,Haier 32 Liter Microwave Oven HMN-32300 (Grill/Cooking),Haier 32 Liter Microwave Oven HMN-32300 (Grill/Cooking),"The Haier HMW-32300  is a Grilling Microwave Oven. It is not an ""all-in-one"" convection oven, so it cannot be used for baking (e.g., cakes or bread). Instead, it combines high-power heating with a dedicated grill function to reheat, defrost, and crisp the surface of your food.",40400,43000,1 Year Warranty,https://www.alfatah.com.pk/wp-content/uploads/2025/07/0b55f3b8-f168-4d07-9558-e7f66727111b-600x600.webp,Black,All in one
Haier,HMN-62MX80,Haier Solo Series Microwave Oven Black (HMN-62MX80),Haier Solo Series Microwave Oven Black (HMN-62MX80),"The Haier HMN-62MX80 is a high-capacity Solo microwave oven. It is designed primarily for heating, reheating, and defrosting. It does not feature convection (baking) or specialized grill heating elements, meaning it cannot be used for baking cakes or crisping foods like a convection or grill oven",52000,55000,1 Year Warranty,https://friendshome.pk/cdn/shop/files/HMN-62MX80.jpg?v=1695823120&width=600,Black,Heating Plus Cooking
Haier,OR POPCORN-20M,Orient Popcorn Microwave Oven 20 Ltr Solo White (Popcorn 20M),Orient Popcorn Microwave Oven 20 Ltr Solo White (Popcorn 20M),"The Orient Popcorn 20M is a compact Solo microwave oven engineered for essential daily kitchen tasks such as efficient heating, reheating, and defrosting. It is a strictly ""Solo"" unit, meaning it lacks both a grill element for browning and a convection fan for baking. The appliance is designed for durability and simplicity, featuring a user-friendly mechanical rotary control system with five adjustable power levels, making it straightforward to operate for basic food preparation. It is equipped with advanced safety features, including a child safety lock and a leakage-free design, and it utilizes a high-performance, long-lasting magnetron to ensure consistent results for everyday use.",22400,26000,1 Year Warranty,https://www.surmawala.pk/cdn/shop/files/popcorn.jpg?v=1736157430,White,Heating Plus Cooking
Haier,HDG-201S,Homage Microwave Oven With Grill (HDG-201S),Homage Microwave Oven With Grill (HDG-201S),"The Homage HDG-201S is a Grilling Microwave designed to provide a balance between basic heating and surface crisping. Because it is a grill-type oven, it is not a full ""all-in-one"" convection unit and therefore cannot be used for baking items like cakes. It is highly efficient for everyday needs such as reheating leftovers, thawing frozen foods, and browning the tops of dishes like sandwiches or roasted vegetables.",24000,28000,1 Year Warranty,https://www.surmawala.pk/cdn/shop/files/210s.jpg?v=1736152337,Black,Heating Plus Cooking
Homage,HDG-342S,Homage Microwave Oven 34 Ltr (HDG-342S),Homage Microwave Oven 34 Ltr (HDG-342S),"The Homage HDG-342S is a high-capacity Grilling Microwave designed to handle larger meals and family-sized portions. As a grill-type microwave, it is not an ""all-in-one"" convection oven and cannot perform tasks like baking cakes or breads. Instead, it focuses on delivering efficient heating, defrosting, and professional-grade browning, making it a powerful tool for crisping the surface of meats, sandwiches, and casseroles.",35400,39000,1 Year Warranty,https://www.surmawala.pk/cdn/shop/files/342s.jpg?v=1736152334,Black,Heating Plus Cooking
Homage,HDSO-2312B,Homage Microwave Oven 23 Litre (HDSO-2312B),Homage Microwave Oven 23 Litre (HDSO-2312B),"The Homage Microwave Oven 23 Litre (HDSO-2312B) is a digital microwave with a built-in grill function. Its primary feature is this dual-capability design, which allows you to switch between standard microwave heating for rapid cooking and defrosting, and the grilling mode for browning, crisping, and adding texture to dishes like sandwiches or poultry. Equipped with 800W of microwave power and 1000W for the grill, the unit uses a digital interface and LED display to manage multi-stage cooking sequences, ensuring precise control over both heat intensity and duration for a variety of cooking needs.",27800,32000,1 Year Warranty,https://homage.pk/cdn/shop/files/HDSO-2312B.png?v=1754394497&width=713,Black,Heating Plus Cooking
